time_s,gear,torque_demand,torque_actual,actuator_pos,clutch_pressure
0.0,1,202.48357076505616,206.42749568069266,49.555795622958314,12.583864635340623
0.1,1,199.55867745247872,200.87408146103982,46.168606317564496,12.817322313562297
0.2,1,203.7384343572118,198.92743961060347,50.556641619416546,12.290322328068049
0.30000000000000004,1,208.36512115735655,209.99181763723152,52.78188287895707,12.215384620706399
0.4,1,199.82916646104997,200.14843228619108,51.47865844665581,12.440186710098589
0.5,1,200.0791850109897,194.38727806821097,51.97172431630061,12.74633171983697
0.6000000000000001,1,209.39583908766173,215.4455853804553,55.47698844757703,12.142414485835
0.7000000000000001,1,205.58681637598136,211.09826325062713,51.817558124991585,12.349969248976764
0.8,1,199.65209477965695,193.93134905757165,46.13194063209446,12.644681955494354
0.9,1,204.96204091981284,201.7730663942302,52.024421821443646,12.894407657478101
1.0,1,200.1818699994716,197.4321189022692,53.567845148288214,12.65896019049444
1.1,1,200.4199649835021,203.46922270250016,47.89889792972332,12.688924191872621
1.2000000000000002,1,204.20801168180242,206.6816375840724,48.647028584030544,12.882593872883328
1.3,1,193.68131071845016,193.90334678238196,41.75968851404652,13.064870070748087
1.4000000000000001,1,194.87255320431146,196.24183960630708,46.14272576904209,13.035898392884535
1.5,1,200.93504771743224,194.49688673520458,46.45872967063361,11.98236513503824
1.6,1,198.93157909678652,200.8383855035788,46.947825763505804,12.62869642168773
1.7000000000000002,1,205.81612080309716,205.31169392536682,53.83853323983671,12.877515847867636
1.8,1,199.9538070822945,196.55859116950157,45.92084138221857,13.118155714611206
1.9000000000000001,1,197.6813399250514,190.0188085553998,40.780359228640656,12.804950811463376
2.0,1,212.3199146769492,212.45472045788097,54.27962876734021,12.359310557676823
2.1,1,204.11147693901145,205.8962764201005,48.51371516863436,12.403350651850682
2.2,1,205.82655606529838,197.31414705676545,51.74154293288881,12.416109456376809
2.3000000000000003,1,198.6135934886159,198.70602384189803,46.933768195702044,12.722415488951556
2.4000000000000004,1,203.26369674182004,203.87489550106253,52.89972722891126,12.490530377589113
2.5,1,206.78834961781072,204.01720190207243,49.49659511542074,11.725371801779431
2.6,1,200.72673924387323,202.62593025584908,50.48428961112979,12.289553456431506
2.7,1,208.60800564209578,207.94469356070917,53.48518789202984,12.51401134611936
2.8000000000000003,1,203.9739622826178,205.38981730929962,45.62609144702215,12.242763432006825
2.9000000000000004,1,205.76615273655992,208.4373874009352,52.421622482509385,12.291647577408526
3.0,1,204.46337356253298,207.1374080932856,55.313347689862724,13.27517193249567
3.1,1,216.98039588710185,222.06449835433435,63.77897924885091,12.661444567703104
3.2,1,207.89842420702263,209.59005015094553,53.81557088708619,12.552323139480592
3.3000000000000003,1,202.92406190474455,138.9830068062487,53.54097081465787,12.87246298355351
3.4000000000000004,1,212.57184201386573,209.33289179009975,58.26699301611132,13.020159134651212
3.5,1,202.6011886298247,197.28464486548157,52.8553375256975,13.352577272786117
3.6,1,209.99579664631497,210.7516948618795,50.695829431451635,13.196034620937048
3.7,1,199.39897605700318,206.0055346302658,43.66456293517252,12.818871346707622
3.8000000000000003,1,202.80201450433287,201.00975147439712,52.255552271569705,12.23256811416913
3.9000000000000004,1,210.6726329274667,212.9206741660165,60.826514261382115,12.395623324625783
4.0,1,213.62579943973012,209.86439941715432,59.7644516297172,12.579743792527072
4.1000000000000005,1,211.03519940118878,212.00922397699196,54.99951052706059,12.85617927283826
4.2,1,209.84475358036377,216.14148922073596,53.011253389948486,12.736389914614344
4.3,1,209.16185293709268,212.5930928037524,54.08409405199188,12.270047210734312
4.4,1,203.51887120220633,195.66481103651054,54.268607354166534,12.220265790504937
4.5,1,207.5560970646137,210.40957114479144,52.74973624662964,12.797304939277902
4.6000000000000005,1,209.09568232196048,212.17681121592824,58.121700602032874,12.759401636299945
4.7,1,216.92776040671544,169.8574071717872,63.04629167105848,12.664188848417144
4.800000000000001,1,213.60322276919905,216.94083333271075,63.63672876491711,12.875767618069332
4.9,1,203.31261546261493,199.14510526402725,51.06757263969981,13.10864685529261
5.0,1,213.99061780970013,214.30693358372056,58.64838652754431,12.831312501781309
5.1000000000000005,1,210.68685902963733,216.23772873432785,59.512781515794565,12.459460773491712
5.2,1,209.46941759307794,214.56916501040976,52.4641961406344,13.320161152196992
5.300000000000001,1,216.15384485168056,156.38840855074974,59.1527551253868,12.696317387935201
5.4,1,218.4915694469213,214.07659332941688,57.268555634034925,12.767799150955819
5.5,1,218.23374744338665,213.03142859029026,58.34445768408027,12.560267602754863
5.6000000000000005,1,209.6216948120925,210.19441318430927,61.158898454569446,12.437581295562435
5.7,1,212.5118106855086,213.41568187913782,59.72043556347286,12.465522560868957
5.800000000000001,1,215.9539284122596,215.4520695508733,56.216737526283104,12.403073228829813
5.9,1,219.41471814179394,215.39079325081067,66.61324655862639,11.867394912708262
6.0,1,212.38013914384052,214.5649445207925,55.42967632826577,12.72694011956703
6.1000000000000005,1,214.08636387714398,214.63719062061668,60.79472323793286,13.107938529977803
6.2,1,209.72125695214203,134.91715071254163,57.34449651981647,12.485330984319965
